state,country
Ohio,USA
New South Wales,AUS
Victoria,AUS
NA,GUM
Texas,USA
Valle del Cauca,COL
Île-de-France,FRA
Florida,USA
NA,KEN
NCT,IND
Sindh,PAK
Grand Bassa,LBR
California,USA
Vermont,USA
NA,GEO
Texas,USA
Texas,USA
Texas,USA
NA,NOR
Luhansk,UKR
New York,USA
Queensland,AUS
Minnesota,USA
New Mexico,USA
Donetsk,UKR
Georgia,USA
Hamgyŏng-bukto,PRK
Texas,USA
West Virginia,USA
Maharashtra,IND
Colorado,USA
NA,NGA
NA,GBR
England,GBR
England,GBR
England,GBR
New South Wales,AUS
Madhya Pradesh,IND
NA,TGO
Illinois,USA
Île-de-France,FRA
California,USA
Goa,IND
NCT,IND
British Columbia,CAN
Kentucky,USA
Washington,USA
Georgia,USA
Colorado,USA
Nevada,USA
Indiana,USA
NA,SGP
NA,NZL
NA,SGP
Donetsk,UKR
NA,CAN
Donetsk,UKR
Donetsk,UKR
NA,UKR
Georgia,USA
Orange Free State,ZAF
Nevada,USA
Nevada,USA
NA,NA
Tennessee,USA
South Carolina,USA
Louisiana,USA
Lower Saxony,DEU
England,GBR
Minnesota,USA
Ohio,USA
NA,ISR
Michigan,USA
NA,NA
Michigan,USA
Kentucky,USA
Kentucky,USA
Louisiana,USA
NA,JPN
Zanjan,IRN
Alaska,USA
Kentucky,USA
South Carolina,USA
England,GBR
Minnesota,USA
New York,USA
Kentucky,USA
Wyoming,USA
Texas,USA
Texas,USA
Texas,USA
Kentucky,USA
North Carolina,USA
Queensland,AUS
Queensland,AUS
Nebraska,USA
Illinois,USA
NCT,IND
NA,GHA
Alsace-Champagne-Ardenne-Lorraine,FRA
Alabama,USA
Alabama,USA
New York,USA
NA,CAN
Nebraska,USA
New York,USA
Île-de-France,FRA
Donetsk,UKR
NA,AUT
Alberta,CAN
North Holland,NLD
NA,NA
Illinois,USA
Florida,USA
NA,AUS
Pennsylvania,USA
Valle del Cauca,COL
Wellington,NZL
North Holland,NLD
Illinois,USA
Campania,ITA
Dubai,ARE
NA,NA
NA,AUS
Florida,USA
NA,TWN
Nebraska,USA
Karnataka,IND
Texas,USA
NA,GEO
Texas,USA
NA,GEO
Asturias,ESP
Tamil Nadu,IND
NA,BIH
Krabi,THA
NA,ZAF
NA,GBR
NA,AUS
Wyoming,USA
Texas,USA
NA,GEO
South Australia,AUS
Colorado,USA
Kyiv City,UKR
Kyiv City,UKR
Kyiv City,UKR
England,GBR
Kyiv City,UKR
NA,RUS
Kyiv City,UKR
NA,UKR
NA,BRA
Florida,USA
New South Wales,AUS
NA,GBR
NA,NA
Cojedes,VEN
Pennsylvania,USA
England,GBR
England,GBR
Piti,GUM
Colorado,USA
New York,USA
Michigan,USA
Florida,USA
England,GBR
Tennessee,USA
NA,IDN
England,GBR
NA,NPL
Tasmania,AUS
NA,AUS
Hubei,CHN
NA,NA
NA,UKR
Donetsk,UKR
Bahia,BRA
NA,MEX
Missouri,USA
Wyoming,USA
New York,USA
New York,USA
British Columbia,CAN
NA,TUR
New Jersey,USA
NA,NA
NA,TGO
Maryland,USA
NA,UKR
NA,SYR
NA,UKR
NA,CHE
Minnesota,USA
Florida,USA
NCT,IND
Oklahoma,USA
Illinois,USA
England,GBR
NA,NPL
"Washington, D.C.",USA
NA,AUS
NA,AUS
Georgia,USA
Gujarat,IND
Georgia,USA
Maryland,USA
NA,VIR
Utah,USA
Maryland,USA
NA,MEX
Washington,USA
NA,GBR
Pennsylvania,USA
Salzburg,AUT
NA,MEX
Wisconsin,USA
NA,RUS
New South Wales,AUS
Texas,USA
Texas,USA
Texas,USA
Texas,USA
NCT,IND
West Java,IDN
England,GBR
NA,NA
Prince Edward Island,CAN
England,GBR
England,GBR
Valle del Cauca,COL
Connecticut,USA
Georgia,USA
Arizona,USA
Washington,USA
Upper West,GHA
Nevada,USA
NA,FRA
Australian Capital Territory,AUS
Lower Saxony,DEU
NA,GBR
Upper West,GHA
Florida,USA
Texas,USA
Florida,USA
England,GBR
NA,NGA
NA,NGA
NA,NGA
New York,USA
Wyoming,USA
Illinois,USA
NA,ZMB
Florida,USA
Washington,USA
NCT,IND
Uttar Pradesh,IND
NA,MEX
Ohio,USA
Phuket,THA
NA,SGP
NA,ISR
Wales,GBR
Leeward Islands,PYF
NA,BIH
Kentucky,USA
NA,BHS
Kiev,UKR
Kyiv City,UKR
Punjab,PAK
NA,NA
Grisons,CHE
NA,NA
Western Australia,AUS
NA,AUS
NA,AUS
NA,KEN
Texas,USA
Wyoming,USA
NA,NZL
NA,SAU
NA,GEO
Maryland,USA
England,GBR
NA,RUS
NA,NA
South Carolina,USA
Île-de-France,FRA
Wyoming,USA
NA,NA
California,USA
Michigan,USA
Minnesota,USA
North Carolina,USA
South Carolina,USA
South Carolina,USA
Ontario,CAN
Pennsylvania,USA
Île-de-France,FRA
Illinois,USA
Idaho,USA
Republic of Crimea,UKR
NA,RUS
Illinois,USA
Indiana,USA
Iowa,USA
NA,UKR
NA,UKR
New York,USA
Attica,GRC
NA,GBR
Georgia,USA
Maryland,USA
Georgia,USA
Pennsylvania,USA
Gujarat,IND
Hawaii,USA
NA,DEU
Texas,USA
Arizona,USA
NA,TWN
California,USA
New York,USA
Nebraska,USA
Northern Territory,AUS
Munster,IRL
Munster,IRL
Munster,IRL
Munster,IRL
Munster,IRL
Munster,IRL
NA,MEX
NA,MEX
Northern Ireland,GBR
New York,USA
Munster,IRL
Munster,IRL
Tennessee,USA
Tennessee,USA
NA,JAM
NA,JPN
NA,JPN
Georgia,USA
England,GBR
NA,DEU
NA,POL
Wallonia,BEL
New South Wales,AUS
Pennsylvania,USA
Tamil Nadu,IND
NA,TCD
Colorado,USA
Florida,USA
NA,UKR
NA,POL
NA,UKR
Arizona,USA
NA,BMU
Quebec,CAN
Louisiana,USA
Texas,USA
Assam,IND
NA,FJI
New South Wales,AUS
England,GBR
Munster,IRL
Île-de-France,FRA
Mendoza Province,ARG
NA,EST
Toledo,BLZ
South Australia,AUS
New South Wales,AUS
Texas,USA
NA,PHL
NA,PHL
Arizona,USA
Scotland,GBR
New South Wales,AUS
NA,NOR
California,USA
New York,USA
England,GBR
Zanjan,IRN
California,USA
NA,CAN
Scotland,GBR
Tehrān,IRN
Kagoshima,JPN
Arizona,USA
Arizona,USA
Arizona,USA
Louisiana,USA
New York,USA
Illinois,USA
Vaud,CHE
NA,VIR
NA,CUB
New Jersey,USA
Illinois,USA
Florida,USA
Moscow,RUS
Georgia,USA
Tombouctou,MLI
NA,GBR
Newfoundland and Labrador,CAN
New York,USA
New York,USA
Kentucky,USA
NA,GEO
Texas,USA
Karnataka,IND
NA,GBR
California,USA
Arkansas,USA
Texas,USA
Florida,USA
NA,RUS
Northern Cape,ZAF
NA,RUS
Zambézia,MOZ
Illinois,USA
Maharashtra,IND
NA,GBR
Dubai,ARE
Scotland,GBR
Georgia,USA
Bamyan,AFG
NA,UKR
Donetsk,UKR
NA,UKR
California,USA
Donetsk,UKR
Oaxaca,MEX
Dnipropetrovsk,UKR
NA,UKR
New York,USA
NA,RUS
Pennsylvania,USA
Louisiana,USA
Washington,USA
NA,TUR
Texas,USA
Al-Hasakah,SYR
NA,SYR
NCT,IND
Maharashtra,IND
Odessa,UKR
NA,UKR
NA,EGY
Odessa,UKR
NA,RUS
NA,UKR
NA,KEN
Arizona,USA
Georgia,USA
NA,GBR
NA,NPL
Kebbi,NGA
NA,GBR
Western Australia,AUS
NA,RUS
Kyiv City,UKR
Kyiv City,UKR
Wyoming,USA
Texas,USA
England,GBR
Arizona,USA
NA,GBR
Quebec,CAN
Washington,USA
NCT,IND
England,GBR
NA,VIR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
Minas Gerais,BRA
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
NA,CAN
San Luis Potosí,MEX
Ohio,USA
Mississippi,USA
NA,UKR
Oregon,USA
NA,UKR
NA,ALB
Florida,USA
Silesian Voivodeship,POL
Ontario,CAN
NA,MEX
Khyber Pakhtunkhwa,PAK
New York,USA
NA,MEX
NA,VIR
New York,USA
Texas,USA
Louisiana,USA
NA,IRN
Tehrān,IRN
NA,IRN
Wyoming,USA
NA,IRN
South Dakota,USA
NA,IRN
NA,IRN
Hamadān,IRN
Baja California,MEX
NA,MEX
NA,IRN
NA,ISR
NA,UKR
Ontario,CAN
Baja California,MEX
NA,MEX
California,USA
California,USA
Tehrān,IRN
North Holland,NLD
Rogaland,NOR
Tehrān,IRN
England,GBR
England,GBR
Alaska,USA
England,GBR
Texas,USA
Aswan,EGY
Connecticut,USA
NA,IRN
Bourgogne-Franche-Comté,FRA
Texas,USA
Tokyo,JPN
Wyoming,USA
NA,GBR
South Dakota,USA
Tehrān,IRN
California,USA
New York,USA
Texas,USA
Pennsylvania,USA
Berlin,DEU
Hawaii,USA
Arizona,USA
New York,USA
Texas,USA
England,GBR
Hawaii,USA
Illinois,USA
NA,IDN
Wisconsin,USA
Seoul,KOR
Alberta,CAN
Michigan,USA
NA,GBR
NA,GBR
NA,ISR
Wisconsin,USA
NA,UKR
NA,RUS
NA,RUS
Wyoming,USA
Louisiana,USA
NA,MAR
Maryland,USA
California,USA
Colorado,USA
Colorado,USA
NA,JEY
Texas,USA
Texas,USA
NA,RUS
Seoul,KOR
Minnesota,USA
Central District,ISR
NA,KEN
England,GBR
NA,GEO
NA,GEO
NA,GHA
Madrid,ESP
NA,UGA
NA,ISR
NA,ISR
NA,ISR
NA,UKR
Texas,USA
Nevada,USA
NA,SGP
North Dakota,USA
NA,UKR
NA,GBR
Indiana,USA
West Virginia,USA
New York,USA
Tennessee,USA
Texas,USA
"Washington, D.C.",USA
NA,VIR
Victoria,AUS
Victoria,AUS
Victoria,AUS
England,GBR
NA,TUR
Campania,ITA
California,USA
Delaware,USA
Alberta,CAN
Oregon,USA
NA,NA
NA,QAT
California,USA
NA,RUS
Gaza Strip,PSE
NA,ISR
NA,THA
NA,THA
Kordestān,IRN
California,USA
Illinois,USA
NA,AUS
Mato Grosso do Sul,BRA
Massachusetts,USA
New York,USA
NA,NA
Kentucky,USA
Hubei,CHN
England,GBR
South Carolina,USA
Idaho,USA
Madhya Pradesh,IND
Alaska,USA
NA,BEL
Kansas,USA
New York,USA
Kansas,USA
Oslo,NOR
Oslo,NOR
NA,USA
Iowa,USA
British Columbia,CAN
Yunnan,CHN
NA,CUB
NA,AUS
Île-de-France,FRA
Nova Scotia,CAN
Ormož,SVN
NA,GBR
England,GBR
Michigan,USA
West Java,IDN
Virginia,USA
Quebec,CAN
Quebec,CAN
Quebec,CAN
New York,USA
Florida,USA
Michigan,USA
Missouri,USA
Texas,USA
New York,USA
Auckland,NZL
NA,UKR
NA,UKR
Alberta,CAN
Quebec,CAN
Iowa,USA
Delta,NGA
NA,BEN
Anambra,NGA
Lagos,NGA
NA,NGA
NA,JAM
California,USA
Texas,USA
Virginia,USA
NA,CHL
England,GBR
Montana,USA
Montana,USA
Montana,USA
Metro Manila,PHL
Wales,GBR
Virginia,USA
Montana,USA
Ohio,USA
Maryland,USA
Maharashtra,IND
Massachusetts,USA
Ohio,USA
Georgia,USA
Ohio,USA
NA,CHL
NA,NA
Maine,USA
California,USA
Iowa,USA
Tabasco,MEX
Connecticut,USA
Assam,IND
Ohio,USA
Ohio,USA
England,GBR
Pennsylvania,USA
Massachusetts,USA
Massachusetts,USA
Donetsk,UKR
NA,GRD
Nova Scotia,CAN
Massachusetts,USA
Utah,USA
Long Island,BHS
Nova Scotia,CAN
California,USA
Texas,USA
Dorado,PRI
Laikipia,KEN
Ontario,CAN
NA,CHL
Atlántico,COL
British Columbia,CAN
Massachusetts,USA
Nunavut,CAN
NA,UKR
Alberta,CAN
Donetsk,UKR
NA,CHL
Vihiga,KEN
NA,AUS
Louisiana,USA
England,GBR
Victoria,AUS
NA,CHL
NA,CAN
Indiana,USA
England,GBR
Virginia,USA
Massachusetts,USA
Victoria,AUS
England,GBR
Massachusetts,USA
North Dakota,USA
New York,USA
NA,CHL
NA,GTM
Texas,USA
Lagos,NGA
Lagos,NGA
NA,CHL
Wyoming,USA
Arizona,USA
México,MEX
NA,CHL
California,USA
Kiến Giang,VNM
California,USA
Tokyo,JPN
Île-de-France,FRA
NA,UKR
Donetsk,UKR
NA,GBR
Ontario,CAN
Manitoba,CAN
NA,AUS
Illinois,USA
Illinois,USA
Missouri,USA
Texas,USA
Illinois,USA
Illinois,USA
Illinois,USA
Illinois,USA
Aleppo,SYR
Louisiana,USA
Illinois,USA
Illinois,USA
NA,NA
Bavaria,DEU
Bavaria,DEU
Bavaria,DEU
Montana,USA
Florida,USA
Illinois,USA
Illinois,USA
Ohio,USA
Dar es Salaam,TZA
Pennsylvania,USA
Ohio,USA
Ohio,USA
Sicily,ITA
Ohio,USA
NA,CAN
Kentucky,USA
New York,USA
New York,USA
NA,ECU
Ohio,USA
Ohio,USA
NA,AUS
Louisiana,USA
Metro Manila,PHL
NA,NPL
Illinois,USA
NA,TUR
Montana,USA
New Jersey,USA
NA,GBR
Tokyo,JPN
England,GBR
Pennsylvania,USA
Silesian Voivodeship,POL
Illinois,USA
NA,CHL
North Dakota,USA
California,USA
North Holland,NLD
Hatay,TUR
Alaska,USA
Texas,USA
Texas,USA
Tennessee,USA
NA,NZL
Connecticut,USA
Mykolaiv,UKR
Ohio,USA
Missouri,USA
NA,CHL
Hatay,TUR
California,USA
New South Wales,AUS
Wyoming,USA
Valle del Cauca,COL
Lampung,IDN
California,USA
New York,USA
NA,TUR
England,GBR
New York,USA
NA,NGA
Assam,IND
Punjab,PAK
Valle del Cauca,COL
Scotland,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
New Jersey,USA
New Jersey,USA
Hokkaido,JPN
New York,USA
Île-de-France,FRA
Texas,USA
Île-de-France,FRA
Texas,USA
Alabama,USA
NA,RUS
NA,UKR
NA,VIR
NA,SAU
New York,USA
British Columbia,CAN
Queensland,AUS
Florida,USA
New York,USA
Pennsylvania,USA
Ohio,USA
North Carolina,USA
Saitama,JPN
Podgorica,MNE
NA,NGA
NA,ROU
NA,NGA
Zurich,CHE
NA,COD
Florida,USA
Ohio,USA
New York,USA
NA,MKD
NA,KWT
NA,TZA
Washington,USA
Missouri,USA
California,USA
California,USA
Montana,USA
Texas,USA
New York,USA
Tibet Autonomous Region,CHN
Arizona,USA
Metro Manila,PHL
Indiana,USA
Maryland,USA
Iowa,USA
New York,USA
Kyiv City,UKR
Ohio,USA
Delaware,USA
Pennsylvania,USA
Louisiana,USA
NA,ZAF
NA,ZWE
NA,RUS
NA,TUR
Lower Saxony,DEU
California,USA
Ohio,USA
NA,VCT
Ohio,USA
New York,USA
North Holland,NLD
Oaxaca,MEX
Sermersooq,GRL
NA,GBR
Punjab,PAK
Punjab,PAK
NA,NA
Alaska,USA
Ontario,CAN
Wyoming,USA
Wyoming,USA
Alaska,USA
Queensland,AUS
Ohio,USA
NA,CAN
NA,RUS
NA,AUS
New York,USA
Queensland,AUS
New York,USA
Tennessee,USA
Assam,IND
Lusaka,ZMB
NA,CAN
Wyoming,USA
Wyoming,USA
Kentucky,USA
Texas,USA
Ontario,CAN
Indiana,USA
Michigan,USA
Michigan,USA
Texas,USA
California,USA
England,GBR
New York,USA
Île-de-France,FRA
Kansas,USA
New York,USA
NA,NA
New York,USA
Munster,IRL
Australian Capital Territory,AUS
Dubai,ARE
California,USA
Ohio,USA
NA,AUS
Missouri,USA
NA,UKR
Maryland,USA
England,GBR
West Bank,PSE
NA,GBR
Missouri,USA
Maryland,USA
Ohio,USA
Quebec,CAN
Île-de-France,FRA
Sinaloa,MEX
Kiev,UKR
New York,USA
Maryland,USA
Kanagawa,JPN
Manitoba,CAN
Wales,GBR
Oregon,USA
NA,GBR
Ohio,USA
Moscow,RUS
NA,RUS
Illinois,USA
Karnataka,IND
Florida,USA
Florida,USA
NA,RUS
Iowa,USA
Jharkhand,IND
Maryland,USA
Utah,USA
NA,UKR
Île-de-France,FRA
Kherson,UKR
England,GBR
Ohio,USA
Wisconsin,USA
Ohio,USA
NA,GBR
Louisiana,USA
Wisconsin,USA
Ohio,USA
Ohio,USA
NA,GEO
North Carolina,USA
Wyoming,USA
Lesser Poland Voivodeship,POL
NA,GRC
NA,GRC
NA,NGA
Ohio,USA
Maharashtra,IND
Montana,USA
West Java,IDN
NA,GEO
Chişinău,MDA
California,USA
Ohio,USA
NA,DEU
England,GBR
Ohio,USA
England,GBR
Ohio,USA
Ohio,USA
Pennsylvania,USA
North Holland,NLD
NA,JAM
Ohio,USA
Maryland,USA
Ohio,USA
New York,USA
Ohio,USA
NA,GBR
Connecticut,USA
NA,CHL
Ohio,USA
Ohio,USA
Ohio,USA
Mississippi,USA
NA,ATA
Kentucky,USA
NA,RUS
Ohio,USA
Abuja Federal Capital Territory,NGA
Louisiana,USA
NA,UKR
Central Bohemia,CZE
Central Bohemia,CZE
Abuja Federal Capital Territory,NGA
NA,GBR
Catalonia,ESP
Île-de-France,FRA
Uttar Pradesh,IND
Uttar Pradesh,IND
Ohio,USA
South Aegean,GRC
New York,USA
England,GBR
NA,UKR
NA,UKR
Ohio,USA
Texas,USA
Connecticut,USA
Karnataka,IND
Ohio,USA
Ohio,USA
California,USA
Ohio,USA
Ohio,USA
Valle del Cauca,COL
Ohio,USA
Ohio,USA
Georgia,USA
NA,KOR
Ohio,USA
Ohio,USA
NA,GBR
Tennessee,USA
California,USA
NA,BLR
Ohio,USA
Australian Capital Territory,AUS
Australian Capital Territory,AUS
NA,MAR
Alabama,USA
Lower Saxony,DEU
England,GBR
Republic of Crimea,UKR
NA,GBR
Nebraska,USA
Ohio,USA
NA,IDN
Florida,USA
Texas,USA
Ohio,USA
Île-de-France,FRA
NA,CAN
Ontario,CAN
NA,NOR
Florida,USA
Florida,USA
Ohio,USA
Ohio,USA
Bamyan,AFG
NA,RUS
NA,UKR
Texas,USA
Florida,USA
NA,GBR
Louisiana,USA
Ohio,USA
Georgia,USA
Île-de-France,FRA
New York,USA
Australian Capital Territory,AUS
Australian Capital Territory,AUS
Florida,USA
Georgia,USA
Wisconsin,USA
Utah,USA
California,USA
NA,NA
Northern Cape,ZAF
NA,GBR
Volgograd,RUS
New Jersey,USA
NA,GHA
NA,LKA
NA,GBR
New South Wales,AUS
Washington,USA
Sindh,PAK
Ohio,USA
Ohio,USA
Ohio,USA
Ohio,USA
Ohio,USA
England,GBR
NA,NA
Sindh,PAK
NA,CAN
NA,ISR
South Carolina,USA
NA,CAN
Groningen,NLD
Florida,USA
Ohio,USA
Ohio,USA
California,USA
Maharashtra,IND
NA,AUS
Tennessee,USA
Virginia,USA
Mississippi,USA
Nevada,USA
Oregon,USA
Illinois,USA
Mississippi,USA
Texas,USA
Queensland,AUS
NA,GBR
NA,AUS
Texas,USA
Gisborne,NZL
NA,JAM
Dorado,PRI
NA,AUS
Ebonyi,NGA
Ebonyi,NGA
New York,USA
NA,GBR
NA,NA
Hawaii,USA
Kerala,IND
Latium,ITA
Groningen,NLD
England,GBR
Tennessee,USA
Louisiana,USA
Baringo,KEN
NA,UKR
Kherson,UKR
England,GBR
North Holland,NLD
Ohio,USA
North Rhine-Westphalia,DEU
Kordestān,IRN
Pennsylvania,USA
Maryland,USA
Texas,USA
Heredia,CRI
England,GBR
Groningen,NLD
Kyoto,JPN
Scotland,GBR
Arkansas,USA
England,GBR
NA,ARE
Ash Shāriqah,ARE
New York,USA
NA,AUS
Berlin,DEU
Texas,USA
NA,GBR
New York,USA
NA,RUS
Kyiv City,UKR
Washington,USA
New York,USA
North Rhine-Westphalia,DEU
Kyiv City,UKR
Oklahoma,USA
England,GBR
Ohio,USA
Bavaria,DEU
New Mexico,USA
England,GBR
Ohio,USA
England,GBR
California,USA
Wyoming,USA
NA,PRK
Groningen,NLD
Groningen,NLD
England,GBR
Texas,USA
Texas,USA
Ohio,USA
NA,FRA
Kebbi,NGA
NA,RUS
Illinois,USA
England,GBR
Quebec,CAN
NA,ESP
Pennsylvania,USA
Lima region,PER
Catalonia,ESP
New York,USA
NA,GBR
New York,USA
New York,USA
South Carolina,USA
New Jersey,USA
New York,USA
Saint Gallen,CHE
Virginia,USA
Florida,USA
New York,USA
New York,USA
NA,GBR
NA,NZL
New York,USA
New York,USA
Pennsylvania,USA
Pennsylvania,USA
England,GBR
Florida,USA
NA,GHA
New York,USA
Florida,USA
South Carolina,USA
NA,GBR
Georgia,USA
Ohio,USA
New York,USA
NA,GBR
England,GBR
Madrid,ESP
Alabama,USA
Punjab,PAK
Florida,USA
Victoria,AUS
Oklahoma,USA
California,USA
England,GBR
Madhya Pradesh,IND
Illinois,USA
Wyoming,USA
Tamil Nadu,IND
NA,TUR
Catalonia,ESP
Jiangsu,CHN
Caquetá,COL
Texas,USA
Ontario,CAN
NA,GBR
NA,RUS
Florida,USA
Illinois,USA
Michigan,USA
Tennessee,USA
Tennessee,USA
Wisconsin,USA
Wisconsin,USA
Ohio,USA
Ohio,USA
Texas,USA
Ohio,USA
England,GBR
Brussels Capital,BEL
NA,SWE
Donetsk,UKR
NA,NGA
Galicia,ESP
Alaska,USA
Moscow,RUS
Xorazm,UZB
NA,IRQ
Mayorality of Baghdad,IRQ
Catalonia,ESP
Catalonia,ESP
Wales,GBR
Texas,USA
Lower Saxony,DEU
NA,NA
Aquitaine-Limousin-Poitou-Charentes,FRA
NA,ZAF
Pennsylvania,USA
NA,KOR
Seoul,KOR
Okinawa,JPN
Kentucky,USA
Madrid,ESP
Okinawa,JPN
Ohio,USA
Hawaii,USA
New York,USA
NA,AFG
Île-de-France,FRA
Maharashtra,IND
Ohio,USA
Texas,USA
California,USA
New South Wales,AUS
Ohio,USA
South Carolina,USA
Ohio,USA
Auvergne-Rhône-Alpes,FRA
Île-de-France,FRA
Veracruz,MEX
NA,MEX
NA,DEU
Berlin,DEU
Wyoming,USA
New Mexico,USA
England,GBR
Michigan,USA
NA,BRA
Arizona,USA
NA,UKR
Alaska,USA
NA,NA
Texas,USA
NA,AUS
Colorado,USA
Colorado,USA
Texas,USA
British Columbia,CAN
Gauteng,ZAF
Gujarat,IND
NA,JPN
NA,AUS
Bamyan,AFG
Lagos,NGA
Lagos,NGA
Arizona,USA
Wyoming,USA
Ontario,CAN
Montana,USA
South Aegean,GRC
NA,UKR
Lviv,UKR
California,USA
Balearic Islands,ESP
NA,AUS
NA,CUB
NA,AUS
NA,RUS
Aosta Valley,ITA
Brandenburg,DEU
North Rhine-Westphalia,DEU
South Carolina,USA
Île-de-France,FRA
Indiana,USA
Tokyo,JPN
Arkansas,USA
West Bank,PSE
Assam,IND
NA,GBR
Ohio,USA
Hubei,CHN
Kaduna,NGA
NA,COD
Indiana,USA
Hubei,CHN
Hubei,CHN
Ontario,CAN
Moscow,RUS
Moscow,RUS
Clarendon,JAM
Oregon,USA
Lagos,NGA
Lagos,NGA
Washington,USA
Catalonia,ESP
NA,UKR
Ohio,USA
Ohio,USA
Louisiana,USA
Wisconsin,USA
Catalonia,ESP
Lampung,IDN
Telangana,IND
NA,PSE
NA,NA
Arizona,USA
NA,RUS
NA,NLD
Moscow,RUS
Lampung,IDN
England,GBR
Pennsylvania,USA
Moscow,RUS
Moscow,RUS
Ohio,USA
Lower Juba,SOM
Wyoming,USA
Oklahoma,USA
England,GBR
Ohio,USA
Indiana,USA
England,GBR
Kyiv City,UKR
Texas,USA
Puntarenas,CRI
Alabama,USA
South Carolina,USA
Indiana,USA
NA,MOZ
Pennsylvania,USA
NA,UKR
NA,PAN
Wyoming,USA
Kentucky,USA
Wyoming,USA
NA,GBR
NA,NA
NA,UKR
British Columbia,CAN
NCT,IND
NA,GBR
Île-de-France,FRA
Île-de-France,FRA
Tamil Nadu,IND
Karnataka,IND
Minnesota,USA
New York,USA
Illinois,USA
California,USA
Manitoba,CAN
NA,BIH
Colorado,USA
Louisiana,USA
New York,USA
New York,USA
NA,GBR
Oklahoma,USA
California,USA
England,GBR
Seoul,KOR
Seoul,KOR
Pennsylvania,USA
Hubei,CHN
Seoul,KOR
Seoul,KOR
Illinois,USA
NA,JPN
NA,KOR
Arizona,USA
Tigray,ETH
Tigray,ETH
Jeollanam-do,KOR
Seoul,KOR
Tigray,ETH
Seoul,KOR
Tigray,ETH
Tigray,ETH
Tigray,ETH
Tigray,ETH
Seoul,KOR
Tigray,ETH
Northern Ireland,GBR
Tigray,ETH
Tigray,ETH
Virginia,USA
Tigray,ETH
Louisiana,USA
Tigray,ETH
NA,GBR
Neuchâtel,CHE
Valparaíso,CHL
Seoul,KOR
Île-de-France,FRA
Tigray,ETH
NA,RUS
NA,UKR
Seoul,KOR
Moscow Oblast,RUS
Tigray,ETH
Seoul,KOR
NA,ARE
East Kazakhstan,KAZ
NA,USA
Lagos,NGA
Connecticut,USA
British Columbia,CAN
NA,CAN
Texas,USA
Florida,USA
NA,CAN
England,GBR
Virginia,USA
West Papua,IDN
NA,CHL
NA,UKR
Île-de-France,FRA
NA,AUS
England,GBR
Texas,USA
New York,USA
Quebec,CAN
NA,CAN
NA,TUR
Texas,USA
Seoul,KOR
England,GBR
Minnesota,USA
California,USA
NA,GRC
Krasnodarskiy,RUS
NA,TUN
NA,GBR
NA,GUM
Atlántico Sur,NIC
NA,UKR
NA,UKR
Tabasco,MEX
NA,UKR
England,GBR
Kochi,JPN
California,USA
Alabama,USA
Kyiv City,UKR
Ohio,USA
NA,UKR
NA,UKR
NA,UKR
Utah,USA
Missouri,USA
Virginia,USA
NA,GBR
NA,RUS
England,GBR
Maryland,USA
Louisiana,USA
California,USA
North Dakota,USA
North Dakota,USA
New York,USA
Bicol,PHL
New York,USA
New York,USA
Texas,USA
Wyoming,USA
British Columbia,CAN
Rongelap Atoll,MHL
Kochi,JPN
Kerala,IND
Massachusetts,USA
Texas,USA
Zala,HUN
NA,UKR
England,GBR
Michigan,USA
New York,USA
Karnataka,IND
Karnataka,IND
Tigray,ETH
NA,GBR
Iowa,USA
England,GBR
New York,USA
England,GBR
Connecticut,USA
New York,USA
La Habana,CUB
NA,CUB
Donetsk,UKR
Moscow,RUS
La Habana,CUB
Florida,USA
Florida,USA
NA,FRA
Georgia,USA
Victoria,AUS
Iowa,USA
Maryland,USA
NA,JAM
Maharashtra,IND
Iowa,USA
Georgia,USA
NA,AUS
La Habana,CUB
Maryland,USA
La Habana,CUB
Gauteng,ZAF
Texas,USA
NA,GBR
Western Australia,AUS
La Habana,CUB
Chiba,JPN
NA,NA
Florida,USA
Florida,USA
NA,BGD
Berlin,DEU
New York,USA
New York,USA
British Columbia,CAN
Gauteng,ZAF
Moscow,RUS
NA,COM
NA,CUB
Georgia,USA
Minnesota,USA
Oregon,USA
Georgia,USA
Washington,USA
California,USA
Louisiana,USA
Plateau,NGA
North Carolina,USA
North Carolina,USA
NA,CAN
NA,AUS
Ontario,CAN
Dubai,ARE
Maryland,USA
Gujarat,IND
Mpumalanga,ZAF
NA,UKR
Bali,IDN
Tokyo,JPN
NA,JPN
NA,CAN
Pennsylvania,USA
NA,GEO
Massachusetts,USA
Georgia,USA
New Mexico,USA
Emilia-Romagna,ITA
Mississippi,USA
Massachusetts,USA
Wyoming,USA
Washington,USA
Illinois,USA
Wyoming,USA
North Rhine-Westphalia,DEU
Virginia,USA
Virginia,USA
New York,USA
Virginia,USA
Attica,GRC
Attica,GRC
England,GBR
England,GBR
England,GBR
Oklahoma,USA
Montana,USA
NA,GBR
Kochi,JPN
