state,country
NA,CXR
New York,USA
Hawaii,USA
Alabama,USA
Mississippi,USA
Île-de-France,FRA
Brussels Capital,BEL
New South Wales,AUS
NA,THA
Bangkok,THA
New York,USA
Bulawayo,ZWE
KwaZulu-Natal,ZAF
Nairobi Area,KEN
Sicily,ITA
North Carolina,USA
NA,GBR
Caquetá,COL
Kansas,USA
Atlántico,COL
Texas,USA
Scotland,GBR
England,GBR
Florida,USA
Texas,USA
Texas,USA
NA,CAN
Ontario,CAN
NA,GBR
Florida,USA
Florida,USA
Atlántico,COL
NA,ECU
New South Wales,AUS
Gujarat,IND
Bali,IDN
California,USA
New South Wales,AUS
New South Wales,AUS
Gauteng,ZAF
Auvergne-Rhône-Alpes,FRA
Minnesota,USA
Kingston,JAM
NA,JAM
Minnesota,USA
Connecticut,USA
NA,ESP
Oklahoma,USA
NA,GBR
Massachusetts,USA
South Dakota,USA
Maryland,USA
Baden-Württemberg,DEU
Maryland,USA
Queensland,AUS
New South Wales,AUS
Auckland,NZL
Kentucky,USA
Eastern Cape,ZAF
New South Wales,AUS
Texas,USA
NA,AUS
Victoria,AUS
New South Wales,AUS
Leinster,IRL
England,GBR
England,GBR
México,MEX
Florida,USA
Arkansas,USA
Oklahoma,USA
Punjab,PAK
British Columbia,CAN
Saskatchewan,CAN
Ontario,CAN
Victoria,AUS
NA,AUS
England,GBR
Scotland,GBR
England,GBR
Gauteng,ZAF
England,GBR
Scotland,GBR
England,GBR
Scotland,GBR
Scotland,GBR
KwaZulu-Natal,ZAF
Gauteng,ZAF
Gauteng,ZAF
North Holland,NLD
New York,USA
Piedmont,ITA
NA,URY
New York,USA
NA,NA
Texas,USA
Pennsylvania,USA
Eastern Cape,ZAF
New South Wales,AUS
Wisconsin,USA
Illinois,USA
Texas,USA
Texas,USA
Pennsylvania,USA
Kandahar,AFG
Kandahar,AFG
Queensland,AUS
Texas,USA
California,USA
NA,ZAF
Nairobi Area,KEN
Eastern Cape,ZAF
Rondônia,BRA
Rhode Island,USA
Ontario,CAN
NA,CAN
Tuscany,ITA
Tuscany,ITA
Pennsylvania,USA
Pennsylvania,USA
Cienfuegos,CUB
NA,DEU
NA,DEU
NA,VEN
Florida,USA
Massachusetts,USA
Oklahoma,USA
NA,DEU
Arizona,USA
Alabama,USA
Massachusetts,USA
New South Wales,AUS
Illinois,USA
Nairobi Area,KEN
Aragua,VEN
Wellington,NZL
Nairobi Area,KEN
Nairobi Area,KEN
NA,KEN
Nairobi Area,KEN
Gauteng,ZAF
New South Wales,AUS
Harare,ZWE
Nairobi Area,KEN
Nairobi Area,KEN
NA,GBR
Nairobi Area,KEN
NA,KEN
Kisii,KEN
Nairobi Area,KEN
Nairobi Area,KEN
Gauteng,ZAF
Nairobi Area,KEN
Alaska,USA
Arkansas,USA
North Carolina,USA
Oklahoma,USA
Texas,USA
Pahang,MYS
Nairobi Area,KEN
Maryland,USA
New South Wales,AUS
Nairobi Area,KEN
Florida,USA
Florida,USA
Ohio,USA
Kentucky,USA
Tennessee,USA
Tennessee,USA
Quebec,CAN
Nairobi Area,KEN
North Carolina,USA
Oklahoma,USA
North Carolina,USA
Kisumu,KEN
Kentucky,USA
Kentucky,USA
Oregon,USA
New Jersey,USA
Louisiana,USA
Jeollanam-do,KOR
Nairobi Area,KEN
Nairobi Area,KEN
NA,MLT
Chiapas,MEX
Iowa,USA
Gauteng,ZAF
NA,ITA
New South Wales,AUS
NA,GBR
NA,MLT
New York,USA
New York,USA
Illinois,USA
Victoria,AUS
Beijing,CHN
Nairobi Area,KEN
New South Wales,AUS
NA,AUS
NA,ITA
Nairobi Area,KEN
British Columbia,CAN
New Jersey,USA
Nairobi Area,KEN
Nairobi Area,KEN
New South Wales,AUS
Michigan,USA
Nevada,USA
Gauteng,ZAF
NA,JPN
NA,JPN
NA,URY
Brussels Capital,BEL
Florida,USA
New South Wales,AUS
Cundinamarca,COL
Michigan,USA
Michigan,USA
Ontario,CAN
Oklahoma,USA
NA,CAN
Ontario,CAN
Queensland,AUS
Guangdong,CHN
Kansas,USA
Victoria,AUS
New South Wales,AUS
England,GBR
Scotland,GBR
England,GBR
England,GBR
England,GBR
England,GBR
Kentucky,USA
Nairobi Area,KEN
Ohio,USA
Bicol,PHL
Michigan,USA
New York,USA
Nairobi Area,KEN
Michigan,USA
Colorado,USA
Colorado,USA
Minnesota,USA
Tennessee,USA
New York,USA
NA,GBR
NA,GBR
Oregon,USA
Minnesota,USA
Massachusetts,USA
Guangdong,CHN
Jiangxi,CHN
British Columbia,CAN
California,USA
Victoria,AUS
British Columbia,CAN
Primorsko-Goranska,HRV
Lombardy,ITA
New South Wales,AUS
NA,NGA
Abuja Federal Capital Territory,NGA
Leinster,IRL
Gauteng,ZAF
British Columbia,CAN
Oklahoma,USA
Victoria,AUS
North Carolina,USA
NA,ISR
Massachusetts,USA
Demerara-Mahaica,GUY
Pennsylvania,USA
Texas,USA
Tennessee,USA
Tennessee,USA
NA,GBR
NA,NA
NA,GBR
Beijing,CHN
NA,CAN
NA,CAN
England,GBR
NA,GBR
England,GBR
England,GBR
England,GBR
Scotland,GBR
Scotland,GBR
England,GBR
Northern Ireland,GBR
New South Wales,AUS
Kentucky,USA
Kentucky,USA
NA,NA
Nevada,USA
NA,GBR
England,GBR
New South Wales,AUS
Nairobi Area,KEN
New South Wales,AUS
Victoria,AUS
Gauteng,ZAF
North Carolina,USA
Florida,USA
Florida,USA
NA,MEX
Berlin,DEU
NA,CUB
NA,CUB
Santa Fe Province,ARG
NA,VIR
England,GBR
NA,THA
NA,CUB
Campeche,MEX
NA,GBR
NA,CUB
Massachusetts,USA
Western Cape,ZAF
Chihuahua,MEX
NA,CUB
Texas,USA
NA,CUB
Isiolo,KEN
NA,CUB
NA,GBR
NA,CUB
NA,CUB
NA,CUB
Bulawayo,ZWE
New Jersey,USA
California,USA
NA,CUB
Missouri,USA
Missouri,USA
England,GBR
La Habana,CUB
Connecticut,USA
Oklahoma,USA
Ciego de Ávila,CUB
Michigan,USA
NA,NA
British Columbia,CAN
NA,CUB
Missouri,USA
England,GBR
England,GBR
England,GBR
England,GBR
Pennsylvania,USA
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
Florida,USA
NA,GBR
NA,NA
Victoria,AUS
New York,USA
Nairobi Area,KEN
Nairobi Area,KEN
Harare,ZWE
Nairobi Area,KEN
Oklahoma,USA
Nairobi Area,KEN
Nairobi Area,KEN
Texas,USA
South Australia,AUS
Western Australia,AUS
NA,AUS
New South Wales,AUS
Maryland,USA
Dhaka,BGD
Louisiana,USA
Arizona,USA
Hawaii,USA
NA,CUB
Nairobi Area,KEN
Wyoming,USA
South,ISL
NA,CAN
Texas,USA
England,GBR
Scotland,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
Oklahoma,USA
New Jersey,USA
New York,USA
Emilia-Romagna,ITA
NA,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
Overijssel,NLD
Hawaii,USA
Victoria,AUS
NA,GEO
Taza-Al Hoceima-Taounate,MAR
Guangdong,CHN
Gauteng,ZAF
NA,USA
NA,MAR
Maryland,USA
Akwa Ibom,NGA
New York,USA
Nairobi Area,KEN
Oklahoma,USA
Gauteng,ZAF
Arizona,USA
Pennsylvania,USA
Oklahoma,USA
New South Wales,AUS
Oklahoma,USA
